Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.054183765581459,73.83,0.0
1,2,1.5487590322069302,95.78,0.0
1,3,1.4718834070643043,97.93,1.05
1,4,1.4833836221391228,97.67,1.85
1,5,1.4273870849305657,98.79,0.55
1,6,1.4193279500220233,98.95,0.1
1,7,1.413042814108976,98.88,0.0
1,8,1.4224617078805426,98.95,0.05
1,9,1.409871817394427,99.31,0.0
1,10,1.417255786573811,99.05,0.1
