Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5455663931217922,89.7,8.05
2,0.2101509798389331,98.14,4.0
3,0.1691512882614591,98.78,11.05
4,0.1602660823304941,99.01,7.55
5,0.1352461020752882,99.21,11.3
6,0.1205832724263713,99.56,2.7
7,0.1038268186199437,99.66,7.9
8,0.1292854668987784,99.27,12.5
9,0.1039310628963503,99.72,12.8
10,0.0935696913937854,99.8,11.65
