Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.3520737134133744,86.68,0.35
1,2,0.0804839823424673,97.59,1.4
1,3,0.0569293853325567,98.23,1.75
1,4,0.0408903639200054,98.67,0.7
1,5,0.0208699171576696,99.39,0.3
1,6,0.0208507101285081,99.33,0.55
1,7,0.0195902399665002,99.39,8.45
1,8,0.0127965739878505,99.67,0.45
1,9,0.0103489339593938,99.69,1.5
1,10,0.0106474160579897,99.72,6.85
