Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.664827854010709,45.17,0.0
2,2.0743345735938687,73.88,0.0
3,1.6227342019415203,94.39,0.1
4,1.5274453770582843,97.54,0.7
5,1.526722099371017,97.99,0.0
6,1.4758134875327915,97.66,19.95
7,1.4480209836534634,98.36,1.05
8,1.4295036010681443,98.63,9.95
9,1.410806811539231,99.24,5.35
10,1.4087048093224788,99.2,16.85
