Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.196633619108018,70.29,0.0
1,2,1.5164732082634216,96.34,0.0
1,3,1.4690805802679363,97.77,5.0
1,4,1.4397155676677729,98.23,0.75
1,5,1.4252498309323742,98.75,0.55
1,6,1.4165661577965802,99.07,4.05
1,7,1.4312824231044503,98.56,0.2
1,8,1.4087117576295405,99.23,0.55
1,9,1.4100364097364388,99.3,5.05
1,10,1.4361782620666892,98.39,4.85
