Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5352939418546713,89.79,8.45
2,0.2070838510515583,98.11,5.25
3,0.1698829021992956,98.79,9.55
4,0.1532929771739966,99.07,7.5
5,0.136862729527768,99.25,14.3
6,0.1290376491037903,99.49,0.5
7,0.1076305256148052,99.65,13.75
8,0.1133307757176411,99.49,6.15
9,0.1012537528754799,99.72,17.2
10,0.1018571370061795,99.76,10.75
