Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5361591583224619,89.76,16.75
2,0.2169269260707174,98.15,9.9
3,0.1746310603087115,98.75,17.05
4,0.148116929800647,99.22,13.25
5,0.1329242658747988,99.44,13.0
6,0.1306319372953882,99.46,3.35
7,0.1137514209291737,99.6,8.15
8,0.1063930553140913,99.64,7.3
9,0.0985136443547382,99.77,14.9
10,0.111266964370278,99.58,11.7
