Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5386557818218402,89.85,5.85
2,0.2131092210484158,98.09,6.8
3,0.1740415046454235,98.65,19.35
4,0.153082624694724,99.23,17.95
5,0.1322209781427292,99.38,16.15
6,0.1252219150210641,99.52,8.3
7,0.1066364768394239,99.68,14.8
8,0.1078434223487119,99.66,8.45
9,0.0967173159691938,99.73,17.05
10,0.0953743524707047,99.73,13.7
