Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.113880802871315,72.18,0.3
1,2,1.551491220285938,95.73,0.0
1,3,1.4541420124138995,97.94,3.8
1,4,1.43868948319915,98.33,0.1
1,5,1.4190908685611312,99.02,0.45
1,6,1.4157220466881042,99.08,5.35
1,7,1.4247530455801898,98.75,12.6
1,8,1.4187223060875185,98.96,0.95
1,9,1.4215698644613763,99.07,13.9
1,10,1.4191592901375645,98.96,11.15
