Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5364848566093262,89.87,16.7
1,2,0.2096869333819219,98.2,8.85
1,3,0.1700117213141386,98.87,15.3
1,4,0.1513662912473557,99.14,19.3
1,5,0.1283790613910195,99.38,13.85
1,6,0.1273791664724896,99.51,3.05
1,7,0.1093582744905903,99.58,11.0
1,8,0.118251355163231,99.45,8.8
1,9,0.0966843676035571,99.86,15.2
1,10,0.1012232915563568,99.7,15.0
