Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.3863657385253223,84.78,4.8
2,0.0762470094398091,97.75,0.0
3,0.0558474733357786,98.18,0.0
4,0.0382339187147344,98.73,0.0
5,0.0266678136080847,99.1,0.05
6,0.0218006770896197,99.27,0.95
7,0.0203899032429637,99.5,0.9
8,0.0145292786093855,99.54,0.35
9,0.0101635565883576,99.66,0.3
10,0.0112066053288394,99.62,1.75
