Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5374483406353908,89.85,22.85
1,2,0.227800407986732,97.8,2.7
1,3,0.1701784331802349,98.9,13.1
1,4,0.1504819162996711,99.07,12.4
1,5,0.13756181712553,99.22,10.5
1,6,0.1290761482943395,99.44,5.55
1,7,0.1090338378670109,99.69,12.9
1,8,0.1023021719543037,99.81,8.95
1,9,0.1036270903126829,99.75,7.25
1,10,0.0992864694944612,99.8,10.85
