Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5229738110759455,79.54,4.45
1,2,0.0978019543964961,97.27,13.05
1,3,0.0614077098768465,98.12,12.45
1,4,0.0423023237900179,98.62,8.4
1,5,0.026835010323976,99.17,6.6
1,6,0.021010031335643,99.26,12.05
1,7,0.0173685905452414,99.52,11.9
1,8,0.0184226691679121,99.37,1.3
1,9,0.0156779851987631,99.51,36.0
1,10,0.0094431050046336,99.72,15.8
