Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.536417619058281,89.76,11.65
1,2,0.2062929937983774,98.17,3.7
1,3,0.168190233219581,98.74,15.9
1,4,0.1480262711833996,99.12,9.0
1,5,0.1399119586037222,99.23,8.9
1,6,0.1249776950497536,99.49,3.15
1,7,0.1078149394909287,99.64,12.4
1,8,0.1036610156060404,99.72,9.25
1,9,0.1021878893493087,99.72,14.7
1,10,0.0957231935422132,99.89,14.45
