Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.108301104254024,72.46,0.3
2,1.534324035523044,96.67,2.1
3,1.5493734702942477,97.41,0.05
4,1.4841742986326765,97.85,0.25
5,1.424773775847854,98.76,9.2
6,1.417987964715168,99.02,9.15
7,1.4169766166407591,99.14,0.0
8,1.4054392128233697,99.38,22.0
9,1.4129069420942075,99.21,8.0
10,1.4169899506174075,98.98,0.25
