Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.107984437304697,73.28,0.0
2,1.5369869607269384,96.48,1.5
3,1.5290259449345291,97.54,6.8
4,1.4810777363503815,97.72,4.05
5,1.4572877162581035,98.63,5.95
6,1.4724539237417231,98.64,0.05
7,1.4899692429099114,98.36,9.0
8,1.424256556352992,98.94,26.0
9,1.4077767498174292,99.4,15.25
10,1.4200740073137224,98.91,9.4
