Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.537382379458968,89.65,14.85
2,0.2108551525765923,98.13,6.3
3,0.1724123251950665,98.82,17.9
4,0.1584460480482715,98.98,12.05
5,0.1363944482936221,99.29,15.35
6,0.1279625576582684,99.49,6.55
7,0.108147815913911,99.66,17.0
8,0.1275791774035259,99.55,6.0
9,0.101473249779765,99.76,17.55
10,0.0991130293269825,99.78,8.2
