Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.3456442500612918,86.69,5.4
1,2,0.0704594523331541,98.05,2.0
1,3,0.0585291874016617,98.2,0.5
1,4,0.0351346094623967,98.92,5.9
1,5,0.0258546008900472,99.17,4.1
1,6,0.0225212981384603,99.33,6.6
1,7,0.0180365892318462,99.44,0.3
1,8,0.0146243310986519,99.51,4.3
1,9,0.0163872392821625,99.49,3.3
1,10,0.0087012187888286,99.67,4.75
