Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5376765802028073,89.69,4.85
2,0.1993480646970925,98.24,9.4
3,0.1687149397411923,98.8,9.3
4,0.1615590945265855,98.98,16.65
5,0.1390226750521903,99.28,10.35
6,0.1246626700755137,99.52,4.15
7,0.1054957883468099,99.66,14.1
8,0.1074637252196764,99.59,10.15
9,0.0987208555838105,99.78,11.65
10,0.0974360439855202,99.78,11.9
