Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.3704536335815669,85.54,0.0
2,0.0704452444437393,97.88,15.15
3,0.0601055943407118,98.15,0.15
4,0.03769804467892,98.84,3.85
5,0.0251880964704723,99.09,1.25
6,0.026277287271108,99.12,0.9
7,0.0231070418065046,99.29,1.95
8,0.0174495694164489,99.44,0.4
9,0.0096214886183426,99.69,9.2
10,0.0090054285690851,99.75,0.0
