Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5309620618250719,89.95,10.95
1,2,0.2092374801445918,98.25,9.45
1,3,0.1704763531874699,98.82,6.25
1,4,0.1478509976036229,99.07,16.05
1,5,0.1278998425621895,99.4,14.35
1,6,0.1217748450625474,99.53,5.85
1,7,0.11152958789259,99.62,11.9
1,8,0.11071984465145,99.59,7.3
1,9,0.0974374733105966,99.85,12.45
1,10,0.0998734977974253,99.68,12.05
