Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5325312340145658,89.96,10.45
1,2,0.2112168443810408,98.25,6.75
1,3,0.1705104861954215,98.91,15.65
1,4,0.1637492414302886,98.93,11.25
1,5,0.1320729415602744,99.34,14.65
1,6,0.1242374999413065,99.51,8.9
1,7,0.109732090335363,99.66,13.55
1,8,0.1128009444304332,99.45,9.45
1,9,0.1002559003651521,99.78,15.15
1,10,0.0991573893957457,99.76,16.2
