Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.1308255484149714,72.3,0.0
1,2,1.582778647447088,95.06,0.0
1,3,1.5094155346512037,97.49,0.0
1,4,1.4535161507357457,98.17,3.05
1,5,1.430888145592562,98.8,0.2
1,6,1.4241865076077211,98.77,3.35
1,7,1.4182561590413378,99.03,0.35
1,8,1.4148767100777595,98.98,1.4
1,9,1.4162173028204852,99.22,9.75
1,10,1.435070459250432,98.39,8.25
