Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.1308255484149714,72.3,0.0
2,1.582778647447088,95.06,0.0
3,1.5094155346512037,97.49,0.0
4,1.4535161507357457,98.17,3.05
5,1.430888145592562,98.8,0.2
6,1.4241865076077211,98.77,3.35
7,1.4182561590413378,99.03,0.35
8,1.4148767100777595,98.98,1.4
9,1.4162173028204852,99.22,9.75
10,1.435070459250432,98.39,8.25
