Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.4223410043224787,83.36,5.85
2,0.078584178843221,97.52,0.0
3,0.0545585179645093,98.33,0.4
4,0.0366205758975735,98.86,1.6
5,0.0230670694675545,99.26,1.3
6,0.0270227285073832,99.2,0.1
7,0.0199326262104912,99.39,9.65
8,0.0123730997764802,99.68,0.8
9,0.0122964920900216,99.59,11.85
10,0.0163192141442048,99.51,2.85
