Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.0469223458296173,74.4,0.0
1,2,1.5163642912153985,96.59,0.1
1,3,1.5034115246147106,97.42,0.2
1,4,1.4567508090073895,97.84,0.0
1,5,1.4220630575896829,98.86,2.05
1,6,1.417517089540032,99.02,9.85
1,7,1.4189439457692918,98.86,0.2
1,8,1.411904364634471,99.11,10.55
1,9,1.414074412576712,99.16,16.4
1,10,1.4159649648484152,98.98,8.1
