Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,0.5307105414237187,89.89,13.55
1,2,0.2240792700819149,98.08,8.7
1,3,0.1730164171783787,98.83,11.4
1,4,0.1492262084013337,99.23,6.35
1,5,0.1403406330734301,99.26,8.7
1,6,0.1304084997458063,99.53,3.65
1,7,0.1087980343942429,99.7,6.0
1,8,0.1057495284517099,99.72,7.3
1,9,0.103030320565412,99.74,9.65
1,10,0.095502650590649,99.79,6.55
