Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5214560254933728,78.56,0.0
2,0.0973053721319528,97.13,1.35
3,0.073254069921436,97.8,0.1
4,0.0460226978382961,98.72,5.25
5,0.0355751881810427,98.85,2.35
6,0.0359108591768119,98.78,7.85
7,0.0249618651956367,99.3,6.0
8,0.0205477347773956,99.37,0.0
9,0.016791160089026,99.5,17.0
10,0.0177841892033655,99.43,6.55
