Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.5302476403629703,89.64,20.4
2,0.2360429163951023,97.9,4.6
3,0.1741173368445627,98.75,17.05
4,0.1544161296099614,99.04,10.35
5,0.1388094889794945,99.24,14.0
6,0.1284137141362876,99.54,3.1
7,0.1076772634390812,99.7,12.2
8,0.1093474540171349,99.62,11.05
9,0.0991213356091338,99.8,13.4
10,0.0965017558188195,99.8,11.1
