Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.3304906374757077,87.49,0.65
2,0.0673734787643952,97.96,0.2
3,0.0590781981398345,98.12,0.5
4,0.0381424879339363,98.87,4.05
5,0.028868143725547,99.03,1.5
6,0.0197349736317962,99.38,3.55
7,0.0201445143517094,99.44,1.35
8,0.0146705454369639,99.58,9.9
9,0.0162177182962765,99.46,0.4
10,0.0126426439573539,99.57,1.7
