Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.2576960302462243,63.46,0.0
1,2,1.53111987356927,95.34,0.65
1,3,1.464270182475922,97.56,12.35
1,4,1.4396205305293868,98.29,0.0
1,5,1.424352011862834,98.76,0.3
1,6,1.4256158854551375,98.69,0.5
1,7,1.424385154323213,98.84,8.5
1,8,1.4126699130246594,99.08,8.0
1,9,1.416366514126966,99.16,2.75
1,10,1.4361862840166515,98.58,0.55
