Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,0.3336645380065889,87.44,0.8
2,0.0717782752950242,97.73,0.2
3,0.0545040690043502,98.28,0.15
4,0.0408315814951446,98.77,0.55
5,0.0217859888950564,99.33,0.5
6,0.0189251149048032,99.38,3.9
7,0.0176812762249584,99.46,1.85
8,0.0160074573453993,99.43,2.5
9,0.0157127114571556,99.51,0.0
10,0.0160603597267103,99.47,9.3
