Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.033371611005941,74.71,0.0
1,2,1.5876935674886037,96.36,0.05
1,3,1.4586732061045944,97.77,6.5
1,4,1.4370932024755296,98.44,0.5
1,5,1.4165878827404823,99.03,8.1
1,6,1.4170846468324114,99.07,27.25
1,7,1.4262101953955972,98.75,3.2
1,8,1.4123585694914411,99.23,10.15
1,9,1.4174227517121916,99.17,31.65
1,10,1.445003047870223,98.07,9.8
