Run,Epoch,Train Loss,Train Accuracy,Test Accuracy
1,1,2.1129971028892856,71.07,0.0
1,2,1.5226578697277482,95.96,1.75
1,3,1.4795737547479615,97.53,0.0
1,4,1.439190795467158,98.2,0.85
1,5,1.429577084103967,98.65,2.35
1,6,1.4216335207034068,98.8,0.4
1,7,1.4158834940308975,99.14,0.05
1,8,1.4117859070468102,99.2,5.3
1,9,1.4129809983976327,99.2,3.95
1,10,1.4170590289838754,99.02,0.25
