Epoch,Train Loss Average,Train Accuracy Average,Test Accuracy Average
1,2.0148022789864024,76.82,8.35
2,1.5667621778075105,96.74,1.9
3,1.4936793055503992,97.77,6.5
4,1.4517672198593237,98.13,8.5
5,1.418297243725722,99.02,27.85
6,1.4140288647572703,99.04,15.45
7,1.437215463371034,98.45,5.15
8,1.4190617511226873,99.04,9.9
9,1.4252294856271923,99.22,0.8
10,1.4613916684108177,97.55,24.7
